date,reviewerID,restaurantID,rating,flagged
8/16/2011,OPd_ohYnq2FifQjN1HjXcQ,n3VjBryfinjRG1W3LWsPBQ,1,Y
8/26/2010,6bCwyaajvFN-7u4_Kmldww,qkfBgSCbekH3DHTanVL1_w,5,Y
8/3/2011,cv53jOg6fRnRnZMj0sRtOA,_n3OmwreEGPQmiHKklsD8w,5,Y
8/31/2012,b--b_W_omJFuO9SQvELK9w,oCTlReyKjJxKPFYfCurxxQ,4,Y
8/4/2011,1awh9jXQ5IZbgR_5co6Vyg,ALwH81_sqskLmwfWS-_eeQ,1,Y
8/6/2012,ajNJLhK6BjQ0XkrMtxANsw,juop6_3dLfPDo-un-ZuXrg,5,Y
8/7/2011,_Pyq0VeFjBzN6oaFNZyjTQ,juop6_3dLfPDo-un-ZuXrg,5,Y
8/9/2010,6qheSCoifa-Wxr7674r5JA,xjZ9eqYrzMrl2v6_1Kv6hA,1,Y
9/11/2012,QbCxGhoau4QY7IwcAByI5g,ALwH81_sqskLmwfWS-_eeQ,1,Y
9/11/2012,Nm8TXbkEnitjpTOsfW_AEg,h-CNRJ-bqSZvz75J4A9cFg,1,Y
9/16/2010,0XtVNSuEjwpbgNi0Mvq4GA,d6UbRb9W5eA1yL-DuVZ8ug,1,Y
9/5/2010,eiT9MMlEg7xzX2zqeymQRA,d6UbRb9W5eA1yL-DuVZ8ug,3,Y
9/8/2010,J_SsJIZ1eb_LojFvMMeKmQ,oCTlReyKjJxKPFYfCurxxQ,1,Y
1/1/2006,4xTL7DOe8R4RmPQq3DhxEA,HOJqzz1WvOmeR9oESJ4d9A,5,N
1/1/2006,4xTL7DOe8R4RmPQq3DhxEA,oEFJ29zAQaCNnQzebHQvpg,3,N
1/1/2006,4xTL7DOe8R4RmPQq3DhxEA,u_Ze5HkcNXgECvYvKS0HLA,3,N
1/1/2006,xzNMMZNG-vImvP73tUsQKw,RYw_no9ohtCg09aKorVffg,3,N
1/1/2007,cWLSaEabp-BJq6XmovsZIQ,pbEiXam9YJL3neCYHGwLUA,5,N
1/1/2007,w-egZTgNCg0_aCx0Ci32Gg,43rd1LKcZRIunySzbMsyLQ,4,N
1/1/2007,DecNq9BYtMwHhgdnPNGbVQ,1iehp7Z2kejBq3RSeb4Dxg,4,N
1/1/2008,4grjQPPp9awiC8j3jBR66g,t3pYu8eidmb2ZmexHRHT_Q,5,N
1/1/2008,zz4qBQ-W2AE2g0-ePD0v-Q,_UJ3KqtHIHjExbAg-iIGUA,5,N
1/1/2008,D3Os7pZg5YzCgtck0qv5hg,JDNZxz0ud7zhuPo5pqznMA,2,N
1/1/2008,BTQ2DIBnzTXmNWnrOjkvOA,sR4EOfPuI-at41uIxIZPhw,5,N
1/1/2008,PZJAyC00hTZ5zUgIqUEDmg,08X_5WTOVNvk4SgPRKBjjQ,5,N
1/1/2008,kcaCt7o3RfgMYZmtf7qlEQ,43rd1LKcZRIunySzbMsyLQ,5,Y
1/1/2009,uKjP6SIwb4_vutu7BFdy0g,HOJqzz1WvOmeR9oESJ4d9A,5,N
1/1/2009,5QlxM1mbVioXRXbVjEnRUA,0fFLUKl71vv3eNV2xhikEw,2,N
1/1/2009,RNA4OTm_SQLH0iDzdDxJ4w,Z2nOMPedr7XYhgYhILJjEA,4,N
1/1/2009,WS1bv3kp_FF79XE8b8UgAQ,3Mx2PM7v8qjqhgF3cDXxbQ,5,N
1/1/2009,Frpav5mTr1bZhd7hkiwWxA,UQ3cGi3GdBljE3i2_qLcBQ,4,N
1/1/2009,yT3o8_T6LgCdpySH3W1Pog,hylBw5ND7XyPldM6BN28vw,4,N
1/1/2009,tUhJozqSm1CjxF1qzUQV1w,DXwSYgiXqIVNdO9dazel6w,3,N
1/1/2009,lhXwpjhju5GvdhbDloX5Xg,DXwSYgiXqIVNdO9dazel6w,4,N
1/1/2009,K8rs_mDMl03GPOUuJzXPxA,CwPi6NVuJIZZx4IBcTekFQ,4,N
1/1/2009,05C4aRhRYpwcoGCT537jLQ,tCkwBTuEFvhuaBoEUWqbuQ,3,N
1/1/2009,uMPz1F9HIHIfzJPzwB6MNA,qkfBgSCbekH3DHTanVL1_w,4,N
1/1/2009,mSSeQ4rXHSN_ox9dwqogew,sR4EOfPuI-at41uIxIZPhw,3,N
1/1/2009,t1f1ynMSjuSpqUhc14Cv-Q,q-_jW5lauONk_58S-wVIrg,3,N
1/1/2009,ClRQdki0xpH7vzi1RR4Mrg,ALwH81_sqskLmwfWS-_eeQ,5,N
1/1/2009,kmcdzKMT_XXYMjaTK-D63w,ms5ge1XY9-Alu7HkybAMdQ,5,N
1/1/2009,uKjP6SIwb4_vutu7BFdy0g,LMaoM2Ue2BR_HI9ba3JsZg,4,N
1/1/2009,lGCGUeMhc4f8rN2sn1Pv5g,ibreTMGGaQSanZttUchjKg,4,N
1/1/2009,qwjsGf-SKNeAn9O47_HoPQ,7mCeefskNUtOkzxt_MLHKA,5,Y
1/1/2009,qKF-OwPxog4HdFuPlydllg,tW2jfL-qMccAYZSghPBbHA,5,Y
1/1/2010,EGe4aAGOBfy_oqTE6tG81A,HOJqzz1WvOmeR9oESJ4d9A,5,N
1/1/2010,EGe4aAGOBfy_oqTE6tG81A,bNXpwTSavHBV9zBk2lUlGA,5,N
1/1/2010,L8_dboxkrvi3LbPeAh8UVg,43rd1LKcZRIunySzbMsyLQ,5,N
1/1/2010,X4Lkd-BKBh9ggA9yZTbtzw,50gFzdVglOz88eFJ6v-26A,5,N
1/1/2010,mtkupHPzObW2So0928mx3g,oLM9piDKbj2PDgy-m3XEcQ,4,N
1/1/2010,DPDra6OCceVKY0J4j5ce0Q,NGfbRjWoqUh2fGw8DU_pmA,5,N
1/1/2010,jDVjj4sKpPc7eoXXlwPXzg,F7IQngaDDBgYvhA3U31q-g,5,N
1/1/2010,eZ5he97ILhlXYikfYeI4pw,_UJ3KqtHIHjExbAg-iIGUA,4,N
1/1/2010,_fMpOqPqlfkvDzYrM112lA,yBRaSkuYwFhYEoucDyD0lA,3,N
1/1/2010,bzroLQGw5XIFOFN3BndMtg,hylBw5ND7XyPldM6BN28vw,4,N
1/1/2010,Re0D5snuHFN9ycAfC-aglA,DXwSYgiXqIVNdO9dazel6w,4,N
1/1/2010,rC2PCfLaztmkZSx_VeVkxQ,n3VjBryfinjRG1W3LWsPBQ,4,N
1/1/2010,EGe4aAGOBfy_oqTE6tG81A,sR4EOfPuI-at41uIxIZPhw,5,N
1/1/2010,TiPH2ZwSX53uK7IvFSHVYg,_n3OmwreEGPQmiHKklsD8w,4,N
1/1/2010,8eNaX1pMsnrgDIIa1Biqig,_n3OmwreEGPQmiHKklsD8w,2,N
1/1/2010,pdoLL1OZCvBoHsxcWFZL4Q,tW2jfL-qMccAYZSghPBbHA,4,N
1/1/2010,jrMxBHW3SlUGVGYWvPsHWA,tW2jfL-qMccAYZSghPBbHA,2,N
1/1/2010,cjh-akEx0195uSqCogXVvg,xjZ9eqYrzMrl2v6_1Kv6hA,4,N
1/1/2010,L8_dboxkrvi3LbPeAh8UVg,h-CNRJ-bqSZvz75J4A9cFg,4,N
1/1/2010,AIxwUiEaUrCEf2gUXi4pDw,4wreIFjaPMppyEnzKHbozg,4,N
1/1/2010,eF5_62JDaTquqctPWrAAdQ,2WoMT3wSpp9vxZeTv6u-cw,5,N
1/1/2010,2cGYrMMzJrughp-_F2nA8g,08X_5WTOVNvk4SgPRKBjjQ,4,N
1/1/2010,4zmVfOnxYlYMEAZzyzYQIQ,bNXpwTSavHBV9zBk2lUlGA,5,Y
1/1/2010,2hggz5U3_E5--unToZv-Ng,oEFJ29zAQaCNnQzebHQvpg,3,Y
1/1/2010,ypRPo7JTtQyiAGb3QomAPA,CQ75CQSyrsmb-S3UAwCHpw,5,Y
1/1/2010,A7f0Z8fEu8b3ngIU7ERXSw,_UJ3KqtHIHjExbAg-iIGUA,4,Y
1/1/2010,nSgX5m-jLPVyLsBMOu1w5g,NYhIkpTi4ffmkAu4o2aKuA,5,Y
1/1/2010,pTVATe2S_huSMi3BsM5AyQ,4wreIFjaPMppyEnzKHbozg,2,Y
1/1/2011,ezwPev7bNTLjixHktyE8VA,pbEiXam9YJL3neCYHGwLUA,5,N
1/1/2011,G9onM9Grfi29lBI1V8zb0Q,WBU0yq9J8qiYQfI_fh2P1Q,4,N
1/1/2011,e_8npULJLICXVkgz9OqwGQ,WBU0yq9J8qiYQfI_fh2P1Q,4,N
1/1/2011,yi5W66M-PcMXO_Ft38cE6w,boE4Ahsssqic7o5wQLI04w,3,N
1/1/2011,e_8npULJLICXVkgz9OqwGQ,boE4Ahsssqic7o5wQLI04w,3,N
1/1/2011,zuaOoySNVSsLa3a64QUMmQ,IvdOI86_CSCRFpid2atnyA,5,N
1/1/2011,OdXCqkRrJmtfZULGOHL9CA,IvdOI86_CSCRFpid2atnyA,2,N
1/1/2011,x52p89JRZtOqlf2VCvrmBw,LYppbvgJlBG0SqjSKFiFGg,4,N
1/1/2011,eQZS1D8aqQWHGpJ6yydVDw,43rd1LKcZRIunySzbMsyLQ,5,N
1/1/2011,c5Y4vL_Gh1tU27eVnwKCkA,0fFLUKl71vv3eNV2xhikEw,5,N
1/1/2011,Mpk9Ez93CGqyknA8Qwd9kg,Z2nOMPedr7XYhgYhILJjEA,3,N
1/1/2011,yi5W66M-PcMXO_Ft38cE6w,JMa9cTNQA5mm4GbR2W8Oiw,3,N
1/1/2011,Kvnuaro3EJJ9Dq87doCH6w,_b69OdBNLhysN1jFlYNQiA,4,N
1/1/2011,ZZCOiXEh_ImHsAJRkjL6hA,Z2nOMPedr7XYhgYhILJjEA,5,N
1/1/2011,WK8CfJGg4aONj5vsftu9YA,WaIbupMGDBi5B3SChsUH8A,4,N
1/1/2011,4W1VXtoIFOSLeeGHJK40Gw,mlhHPnHmjO2_ypcP5Vc9Zw,3,N
1/1/2011,-begf2VegZ6_KNrrsC84Zg,jGiKIJCVLZHXQDSNnSLPsw,3,N
1/1/2011,XpS0VYgJl89RqSMotv-FMg,yBRaSkuYwFhYEoucDyD0lA,4,N
1/1/2011,EASDOy__gWQ1XoUJ0bkZjg,hylBw5ND7XyPldM6BN28vw,3,N
1/1/2011,gXjrG6Y-OXYpQH3nCIcTlw,NYhIkpTi4ffmkAu4o2aKuA,3,N
1/1/2011,9OHb0MKXwB-_B0ZIV9hRPQ,NYhIkpTi4ffmkAu4o2aKuA,5,N
1/1/2011,B7vpzK2WL6qwlZjKHqwBBg,o54U2VkQama8FI30qDkWvw,3,N
1/1/2011,bvXGWGp3Mq6Rj3ovhoIWeg,o54U2VkQama8FI30qDkWvw,3,N
1/1/2011,KvYwAXIv-7nsEBVBdiiWjA,o54U2VkQama8FI30qDkWvw,4,N
1/1/2011,rosjxFaMgDjhOxCg-JS1Ag,dKcO9OQ44RPRlkWe-vToFA,3,N
1/1/2011,zuaOoySNVSsLa3a64QUMmQ,dKcO9OQ44RPRlkWe-vToFA,5,N
1/1/2011,GpuOjck-tuMDYr9uL6A6Lw,KomhK0JD5cleEW55YTw7MQ,3,N
1/1/2011,98DslWquC6ypAJZyZcKcZg,n3VjBryfinjRG1W3LWsPBQ,4,N
1/1/2011,TlfhapcU1MSBju3obLS11A,n3VjBryfinjRG1W3LWsPBQ,5,N
1/1/2011,yMQGCtV4yAtKN4Tu8KjqwA,sR4EOfPuI-at41uIxIZPhw,4,N
1/1/2011,yi5W66M-PcMXO_Ft38cE6w,q-_jW5lauONk_58S-wVIrg,5,N
1/1/2011,2DL1ROrYXl_N5vlBFNdGMw,ALwH81_sqskLmwfWS-_eeQ,5,N
1/1/2011,Z46Th4ARj-KalgSsbMVHpg,1QKqtC4vML3QhkrSzwR_tQ,5,N
1/1/2011,bxJfL_Vl1DxFiQSaVoqCsQ,ptRZlXxngjFj5gghwPNNHA,4,N
1/1/2011,NaCQV0ipydRvCvzjne4IzQ,oCTlReyKjJxKPFYfCurxxQ,4,N
1/1/2011,M4FeQH6Ykr9FJb0PfmwNkw,LMaoM2Ue2BR_HI9ba3JsZg,5,N
1/1/2011,PBJh5NZkjSin0dzQqlJPdg,2WoMT3wSpp9vxZeTv6u-cw,2,N
1/1/2011,cf_EXcbSs5pLtFed3y2ENw,ElCbMJRjgu9LDj4MxOKXew,4,N
1/1/2011,Po31zFXRhCkq0kamZPdKzg,boE4Ahsssqic7o5wQLI04w,2,Y
1/1/2011,vPC5ivkIHlLraZTn44gkog,DXwSYgiXqIVNdO9dazel6w,4,Y
1/1/2011,_DmFIhw5Zn0nxbwlLWAJtA,sDYjKyI_67eUhFAqVneYjA,4,Y
1/1/2011,mlURM6HPZwBZ3Q1FvghK7g,NGfbRjWoqUh2fGw8DU_pmA,1,Y
1/1/2011,_DmFIhw5Zn0nxbwlLWAJtA,UQ3cGi3GdBljE3i2_qLcBQ,5,Y
1/1/2011,6t_lt4SmlrzUytHe-uSCGQ,hylBw5ND7XyPldM6BN28vw,4,Y
1/1/2012,XjMB5Spw2QeA1NQ7AxN6yg,WBU0yq9J8qiYQfI_fh2P1Q,4,N
1/1/2012,WmGor7V3XoOO0nceQNdjKA,boE4Ahsssqic7o5wQLI04w,5,N
1/1/2012,8QREh8R-gWu5MukqpU4E5g,euO3-H92LCivH2B0CQPlnw,4,N
1/1/2012,2K0ik1jkkM6xjXSWFFWJpg,euO3-H92LCivH2B0CQPlnw,4,N
1/1/2012,ZO_CQoL_LDG6C_XJPlCR4Q,43rd1LKcZRIunySzbMsyLQ,5,N
1/1/2012,sN6tRkAiNWXuZ2eMYLf07Q,43rd1LKcZRIunySzbMsyLQ,2,N
1/1/2012,CCQbKpp6cUUML9XLnL4uPQ,50gFzdVglOz88eFJ6v-26A,4,N
1/1/2012,pBC0Y6I8YDlA_71sesANsw,oLM9piDKbj2PDgy-m3XEcQ,4,N
1/1/2012,dAdmWvykaBvtzHMaQTUomQ,sfWMOqUEp8S2adDeJp7Kzg,1,N
1/1/2012,Ha4R2R316vCdpg35c6faVg,oEFJ29zAQaCNnQzebHQvpg,5,N
1/1/2012,ws7odoSagwni-BlTtCmmmA,jGiKIJCVLZHXQDSNnSLPsw,5,N
1/1/2012,ZIzNPmKHc9jJkJ6wRQJ9Jw,jGiKIJCVLZHXQDSNnSLPsw,5,N
1/1/2012,_jbUJv11y-4G8xtJAtniHg,FCcgXODBs6O7MGH3VZNyLQ,5,N
1/1/2012,UpFwSnO8QfkjXLrkHwQylw,FCcgXODBs6O7MGH3VZNyLQ,5,N
1/1/2012,vNHzsO0FhcGFhWXNQNX7Lw,yBRaSkuYwFhYEoucDyD0lA,5,N
1/1/2012,K7Y0MMrbs8iGFsusq3nEdg,yBRaSkuYwFhYEoucDyD0lA,5,N
1/1/2012,fa42zPO54UyXcpBbTv9DgQ,AqgG-1aD6JYj9D6OmBWO3w,5,N
1/1/2012,6QU9F9W_RjaQ4qmSJsc6vg,o54U2VkQama8FI30qDkWvw,5,N
1/1/2012,fa42zPO54UyXcpBbTv9DgQ,8d_DiHWB-pjBVW3a7D8EWg,5,N
1/1/2012,6m14AXYO-xg93xWhh5IfRA,8d_DiHWB-pjBVW3a7D8EWg,5,N
1/1/2012,V27LGvNV9nOtDsVGw9AM-w,8d_DiHWB-pjBVW3a7D8EWg,1,N
1/1/2012,_8VxltrIzZpt9s62j4h1BA,Au1f1UMmKcgOXLsg4v56xw,1,N
1/1/2012,KcXa27KaMt93L6fq_sbaug,n-mj6IJkWyCu4BuD2dvm0A,4,N
1/1/2012,W1wU94tOXW1LuTv1mcOg0A,n-mj6IJkWyCu4BuD2dvm0A,2,N
1/1/2012,y8ihC6H9iA3RUeb-JKVLQA,juop6_3dLfPDo-un-ZuXrg,5,N
1/1/2012,BTCl8U0Hio1Xl2zKl0Hm5w,rnjz2KNgsQ2YaC_kjeuuAQ,5,N
1/1/2012,Ed3XsCnwWyGC1Z7uMzgmUA,h-CNRJ-bqSZvz75J4A9cFg,3,N
1/1/2012,EiR9EwiI90Kw5XsnAhMjCg,h-CNRJ-bqSZvz75J4A9cFg,5,N
1/1/2012,UpFwSnO8QfkjXLrkHwQylw,ptRZlXxngjFj5gghwPNNHA,5,N
1/1/2012,GoWRHMIoJ_0anXEJsyKtxg,LMaoM2Ue2BR_HI9ba3JsZg,5,N
1/1/2012,D1eb4ZR4cfYto_lVZMuk5g,LMaoM2Ue2BR_HI9ba3JsZg,4,N
1/1/2012,qOODN0RsLbNQaLPN3srixQ,ElCbMJRjgu9LDj4MxOKXew,2,N
1/1/2012,ZH3I9xAAdNFt0ydqQ4MIOQ,08X_5WTOVNvk4SgPRKBjjQ,2,N
1/1/2012,bEf3xvHgeEmRFr6celPgjg,08X_5WTOVNvk4SgPRKBjjQ,4,N
1/1/2012,uPwho6wEsI3b9huaI8y1Iw,1iehp7Z2kejBq3RSeb4Dxg,4,N
1/1/2012,KzeuiNuCD08XJDU2e1CbEg,1iehp7Z2kejBq3RSeb4Dxg,4,N
1/1/2012,L8907wdGhkt5ZNPa4r4aLg,WBU0yq9J8qiYQfI_fh2P1Q,5,Y
1/1/2012,XFnCe5aCGibC7mdlzbR7oA,_UJ3KqtHIHjExbAg-iIGUA,5,Y
1/1/2012,86gAAQYXBFOj0Yb9eaNHvA,z_qEuUuRWIq4O-YufXHf1w,5,Y
1/1/2012,9MaGVYh2FgZ1VSPahNVDzw,6gZTET0y7ARZMrbJRmI2mw,1,Y
1/10/2006,nzHi3cFKe7QBASvtWazm7Q,6PQTqW9j-sriDBQyQCJbjw,5,N
1/10/2007,3A47p8LVTCKcKBlDLFrnoA,HOJqzz1WvOmeR9oESJ4d9A,5,N
1/10/2007,J3Xd3a_pbOSx5YD4qw2SvA,CQ75CQSyrsmb-S3UAwCHpw,4,N
1/10/2007,fx_hUe75xBa2SW8SJE4mzQ,WaIbupMGDBi5B3SChsUH8A,5,N
1/10/2007,5hAlb1Vwpo5A1TvkNwKQ-Q,sfWMOqUEp8S2adDeJp7Kzg,3,N
1/10/2007,vacz9uw18NZQvnpc5uVorg,DXwSYgiXqIVNdO9dazel6w,4,N
1/10/2007,_OdkmjDV-L4w9Z89tmW-EQ,o54U2VkQama8FI30qDkWvw,4,N
1/10/2007,XUysf9wAbslGyOvu49OXUw,6PQTqW9j-sriDBQyQCJbjw,3,N
1/10/2007,t1hCko6O9hQ7YLdg6eh7jw,tW2jfL-qMccAYZSghPBbHA,5,N
1/10/2007,kuj-vqEOHOwUjswReZFjMQ,tW2jfL-qMccAYZSghPBbHA,5,N
1/10/2007,h1BfxJL5WvHFAgocip2XBA,2WoMT3wSpp9vxZeTv6u-cw,4,N
1/10/2007,OTUOJ80Y3dqRZHzzuw7ekA,08X_5WTOVNvk4SgPRKBjjQ,3,N
1/10/2007,AZE9XmNkDKRA4KS5TiBS9Q,08X_5WTOVNvk4SgPRKBjjQ,2,N
1/10/2007,sZm-j-rvkv1vrYPqpbvqvw,Z2nOMPedr7XYhgYhILJjEA,5,Y
1/10/2007,1AWopjGqq8eJ6Ay3x1a9hQ,43rd1LKcZRIunySzbMsyLQ,2,Y
1/10/2007,CKnDNI1iHT9lES4PqMtsAQ,xjZ9eqYrzMrl2v6_1Kv6hA,4,Y
1/10/2008,ZIowdUve-IjIN-EgQIwCLA,pbEiXam9YJL3neCYHGwLUA,5,N
1/10/2008,mDG9oW77WRG6-fPGlppr9A,Z2nOMPedr7XYhgYhILJjEA,2,N
1/10/2008,drKZr-njxWCfscoi8iVcgQ,oLM9piDKbj2PDgy-m3XEcQ,5,N
1/10/2008,txdlWuQvtbqew_2tP002RQ,NGfbRjWoqUh2fGw8DU_pmA,5,N
1/10/2008,xfmgKq_JrCjaLq1ncnA1yQ,mlhHPnHmjO2_ypcP5Vc9Zw,5,N
1/10/2008,r9jimo2ApyIQNMhQKvMkHA,XgGUnYs2bjbbNvBefFtWxA,4,N
1/10/2008,z6cqi3aDlznMeMlqRDinuw,NYhIkpTi4ffmkAu4o2aKuA,5,N
1/10/2008,J-mwdpNKHK3w9GDeG6IXFQ,O6uWHgJzylSjWjPSJKGhnQ,5,N
1/10/2008,xC62zROLFsQNoyv8Igxutg,tCkwBTuEFvhuaBoEUWqbuQ,4,N
1/10/2008,CY0b8_ucmeSbdNSN0NkiiQ,sR4EOfPuI-at41uIxIZPhw,5,N
1/10/2008,TC3uPebrjAaqhM6l1TqNmw,n3VjBryfinjRG1W3LWsPBQ,5,N
1/10/2008,mc431tlEwuAty1CZrCLg_Q,sR4EOfPuI-at41uIxIZPhw,5,N
1/10/2008,DGI2p3i3LO6wVKcvyMmWcA,xjZ9eqYrzMrl2v6_1Kv6hA,3,N
1/10/2008,3VAClOkNF5H0qVljxK3h5w,xjZ9eqYrzMrl2v6_1Kv6hA,4,N
1/10/2008,V3myqRm7-4OTnlmzfGg7Kg,sR4EOfPuI-at41uIxIZPhw,2,Y
1/10/2009,vayHU0StyMXOky0RGQHdaw,WBU0yq9J8qiYQfI_fh2P1Q,5,N
1/10/2009,eqmuvO3boDNwerGyD-CpCA,WBU0yq9J8qiYQfI_fh2P1Q,5,N
1/10/2009,xInx-RkmpUZIW4RKn9fbOQ,8j97C2qR95tvpbGtoFxEAw,4,N
1/10/2009,Fe6FfDBnUQ06MYxtMuytYA,Z2nOMPedr7XYhgYhILJjEA,5,N
1/10/2009,pznDHVHsO1ZbsG7f4TaNRA,Z2nOMPedr7XYhgYhILJjEA,5,N
1/10/2009,30cUu8UcuTKuLM7wbypRDg,0-rkPnrTODt_veJ_nMVT_w,4,N
1/10/2009,WFpj0EMLr4klgohKVz-zoQ,sfWMOqUEp8S2adDeJp7Kzg,4,N
1/10/2009,VxHjX91IhrD8KGsnCGhV2g,dLS8GPg-K1O-zJ3VJAtiyg,4,N
1/10/2009,M5K-dEwtaOcwkq6GOZda0w,mlhHPnHmjO2_ypcP5Vc9Zw,4,N
1/10/2009,Myz9ojA_oHUAQDN7bFA9nA,F7IQngaDDBgYvhA3U31q-g,4,N
1/10/2009,mEH-F6omUqNRC_hjGJbBPg,XgGUnYs2bjbbNvBefFtWxA,1,N
1/10/2009,Bbjvxeb59LRYLAMoU6oE5A,o54U2VkQama8FI30qDkWvw,4,N
1/10/2009,VxHjX91IhrD8KGsnCGhV2g,_n3OmwreEGPQmiHKklsD8w,4,N
1/10/2009,_hdsHYhrol0gZlBJHzx1RA,ALwH81_sqskLmwfWS-_eeQ,3,N
1/10/2009,7b-Im9dWU8HEo6TUFC7Asg,tW2jfL-qMccAYZSghPBbHA,5,N
1/10/2009,uazzD416Uu2-cJTKVoEiyQ,1QKqtC4vML3QhkrSzwR_tQ,3,N
1/10/2009,t_UE9nNTQUqS1FfgadUSDw,1QKqtC4vML3QhkrSzwR_tQ,5,N
1/10/2009,D6gV45LGF2uONRgq-Tp-7w,h-CNRJ-bqSZvz75J4A9cFg,4,N
1/10/2009,90UObSwyT_TFAJBiXu-pSw,LMaoM2Ue2BR_HI9ba3JsZg,4,N
1/10/2009,MAk7YBn7e8KfLuOUNsL9Dw,08X_5WTOVNvk4SgPRKBjjQ,3,N
1/10/2009,8tJBdNGnrFtdOPZYvCl7Wg,sR4EOfPuI-at41uIxIZPhw,2,Y
1/10/2009,D9RdESm5Eh4WlzGteZPh0w,_b69OdBNLhysN1jFlYNQiA,5,Y
1/10/2009,D9RdESm5Eh4WlzGteZPh0w,tW2jfL-qMccAYZSghPBbHA,4,Y
1/10/2009,8tJBdNGnrFtdOPZYvCl7Wg,2WoMT3wSpp9vxZeTv6u-cw,2,Y
1/10/2010,YenTOcDpMY3MNlGQMRv-JA,HOJqzz1WvOmeR9oESJ4d9A,5,N
1/10/2010,H8a5fSy930B6zx66fR0ViA,AkfSndWBxnTn-LpmiL8aLA,4,N
