date,reviewerID,hotelID,rating,flagged
1/10/2010,ZiobqWdVLk_wsLWfC0URyQ,mgvWzZBNNHtVP5Xd5Mz39A,4,N
1/10/2010,b-Vxmth1DR_0joPuMDBLpw,2m_KBLL9Bk_dwZ5n5b11nw,5,N
1/10/2011,JKKRQL2CLAS_e5snigaYTw,2m_KBLL9Bk_dwZ5n5b11nw,3,N
1/10/2012,mUAKcJ5KvpkDs3E1MjrYsA,S_wqr0_GkrNOvgVVgp7__w,5,N
1/10/2012,UEQXQZ6OB50G5_absdPTPg,ezxzzWj-EIigt0p4wlbLbw,3,N
1/10/2012,uYGh8R10Ge9t6KnvsYc9pA,31yYZQjEIyYE0N3p_vmoOA,5,N
1/10/2012,LKlCxLuQZ2BW1gKLnW3zBA,fH7EwQ9j_Ab1NJNYMoHA3w,4,Y
1/11/2010,0EFQQB40D24-WuIFH6-rpQ,WA6coAKLoKnMWMKYKOibLQ,5,N
1/11/2010,vyBg4PXQKSak0Y4tfuLtWw,DC1sD5TsqljP_BIAV6S-pw,5,N
1/11/2011,8D3CDu9no5NRquTbYaKVFg,qgpP1FOFrlssColqP2u-xA,5,N
1/11/2011,3FjtcRncZ7nSdDROr1K-nQ,purV29eUqYRBrVvgqeyt_w,4,N
1/11/2011,fDNdcpbA3tbWYFjsMEXObA,DC1sD5TsqljP_BIAV6S-pw,5,N
1/11/2012,9-lsdzeSvH4rlzOmR-MTug,57PyRW-iahNX_Ur8icAfxg,5,Y
1/11/2012,JtN3R5HmOWcbcb5bBSw_9Q,SEyUJ4t_8K4fD0ZIQnbmrA,5,Y
1/12/2007,xRJDiwMl_mlTgykx6gEARw,HwJkHmF__Y2VApOA31GqQw,5,N
1/12/2008,l-Eix9O693KsWWCeAJTP6A,yiXTDN-dfNq3NKXZPKgsaw,4,N
1/12/2009,c7gAWgH7pG72cNZ_mkRFsw,Ut6mvxVP5eN-Kiu7KaLrlg,3,N
1/12/2009,igaoaFNkX7ieMuyUBg0u5w,LDze56Nd8rRljNDMaD1sbA,5,N
1/12/2009,lgmHZdsf2kbKg7O3muR6Zw,NkOir65b_YAAQVlJR_zmJA,3,N
1/12/2010,lESh_PBG6woJ61wUqkLxng,ojCaK0Z7nSMB8gPGbyjzAw,5,N
1/12/2010,ZYZNcugF3xUEGyLOVGiZ0Q,SrNUBeLzCCBdwdUF9qepqg,4,N
1/12/2010,uEoqNNRBEV3eNDWlo5_0YA,SEyUJ4t_8K4fD0ZIQnbmrA,2,Y
1/12/2011,sxWNqtsfiBz-LdnMHUnbWA,33Xc1Bk_gkSY5xb2doQ7Ng,4,N
1/12/2011,8D3CDu9no5NRquTbYaKVFg,SEyUJ4t_8K4fD0ZIQnbmrA,4,N
1/12/2011,y8bNYW5jJJyW8DI3IIXroQ,RTbDvRlBaKyim0MJOzEkPQ,4,N
1/12/2011,ygVe6dNs9PwOJCxnEVYHCg,ztuO0tozkkocR_o2OXDuQw,3,N
1/12/2011,NG_tcCykF5GPJNSYhcjBwQ,YfzsjiJl3m-Yza64aIL7SQ,3,N
1/12/2012,Z2pnaijTKPcLyj1j_oRSmg,ojCaK0Z7nSMB8gPGbyjzAw,2,N
1/12/2012,6--wberg4DYU3uHtgUuvYw,sGhw4H2gzW0psZom0QuZMw,2,N
1/12/2012,y_396J28M_dTH3-sen2DVQ,YfzsjiJl3m-Yza64aIL7SQ,4,N
1/12/2012,WYjQuMqnCW6Y2Ih2onMIJg,31yYZQjEIyYE0N3p_vmoOA,4,N
1/12/2012,_ir4_1ZFyXmIhox_XqJCMQ,YIfXuMhZgZf3xNnRWjyDYA,1,Y
1/13/2007,pRBzWnFzaCEtqhYyJ2ZTDQ,JF1adUKdsNebw6-8MABATg,5,N
1/13/2007,VveQW3yKqgi8gAjwKzUVBg,31yYZQjEIyYE0N3p_vmoOA,4,N
1/13/2007,VveQW3yKqgi8gAjwKzUVBg,2m_KBLL9Bk_dwZ5n5b11nw,2,N
1/13/2008,28PP52d1CtAEyas5HToT5A,FfG-PPZCz1sB4SKZoqsZkQ,5,N
1/13/2008,z_9oeZ5aN8g8AzPNENht8w,ezxzzWj-EIigt0p4wlbLbw,2,N
1/13/2008,HwMZ0ld2P4V4-kSw-YxjGA,uy2bscWexAcIhOQJ_rn3cQ,4,N
1/13/2008,0ISAHQe1Tojcpj8RqVccgw,31yYZQjEIyYE0N3p_vmoOA,5,N
1/13/2008,6vGNrahW22kFGWCSeVzH4w,31yYZQjEIyYE0N3p_vmoOA,3,N
1/13/2008,HwMZ0ld2P4V4-kSw-YxjGA,cXKeY0NugFvCSHRWJcOq9w,3,N
1/13/2009,Ab_QmNNdRsJ5AkXFX8gIEA,sGhw4H2gzW0psZom0QuZMw,5,Y
1/13/2009,QsM6BSlosKUpMnH9iAgvZA,LUmAQaRrAleKdXZd8On16Q,5,N
1/13/2010,RkLJiG7B1J_L7iaOlpqn8Q,T_9IQ4nXSacMzrynX3pWJA,5,N
1/13/2010,TOtpcSMc-pDfSCbBUC7T4w,P0d8m5E67oBc0BpVUh4nKQ,3,N
1/13/2010,bvGO_TqdIXFo-mNj2SsXhA,31yYZQjEIyYE0N3p_vmoOA,3,N
1/13/2010,5u-blGvxix2-ZCFhrQMsJQ,p9aMkgTdOKhsjkkv4G0QBw,4,N
1/13/2010,bmtNNp1vzcLZ-TyVudQFIw,p9aMkgTdOKhsjkkv4G0QBw,5,N
1/13/2011,eNvHcq1dORJJl-6YwNnihw,ztuO0tozkkocR_o2OXDuQw,4,N
1/13/2011,Mxqma2mUbmB0FK2THMcmcw,p9aMkgTdOKhsjkkv4G0QBw,2,Y
1/13/2012,3fBjcgEiA4u2UpTry0SG1g,57PyRW-iahNX_Ur8icAfxg,4,N
1/13/2012,tfNaUQe-elhL-z2ZmdV64w,2m_KBLL9Bk_dwZ5n5b11nw,1,N
1/13/2012,YEJLX5Al2N03i8lix-iXXQ,p9aMkgTdOKhsjkkv4G0QBw,4,N
1/14/2007,ZBTsTxr580wPjB2y4MitoA,ztuO0tozkkocR_o2OXDuQw,2,N
1/14/2007,720Sof52QY5e7w5TNNNGhw,2m_KBLL9Bk_dwZ5n5b11nw,5,Y
1/14/2009,gOPm2yoe38_OM6x4NIwLEw,JF1adUKdsNebw6-8MABATg,5,N
1/14/2009,gOPm2yoe38_OM6x4NIwLEw,ubNzerxb8ox5bmA2EGkKBg,5,N
1/14/2009,E5KZfaq9g1h3zgT3ivwRlQ,7Hj22TFkgAeRCXjDQqb1oA,4,N
1/14/2009,gOPm2yoe38_OM6x4NIwLEw,ezxzzWj-EIigt0p4wlbLbw,5,N
1/14/2009,gOPm2yoe38_OM6x4NIwLEw,lDVAVEPaVSqHzJ2a43_IMA,5,N
1/14/2009,gOPm2yoe38_OM6x4NIwLEw,2m_KBLL9Bk_dwZ5n5b11nw,5,N
1/14/2010,JtiUbgidz7yX05v0CkCuWw,DC1sD5TsqljP_BIAV6S-pw,5,N
1/14/2012,WjR67kaQ8yVyGiTrf8LaDg,HTBxJPblBauNNCm_qSQjSQ,5,N
1/14/2012,MGrNMMePj0kw-6LIL1SflQ,LDze56Nd8rRljNDMaD1sbA,5,N
1/14/2012,3P27t_P_JEdMIeej2toNjw,p9aMkgTdOKhsjkkv4G0QBw,3,N
1/15/2007,pFBeUN4O6mgChLfYI9oIPQ,ezxzzWj-EIigt0p4wlbLbw,4,N
1/15/2007,wKX1tAeRIYPU4NtM-R5N2w,ezxzzWj-EIigt0p4wlbLbw,4,N
1/15/2009,Dr5Ur42YH2oxGIGNY6ylkA,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/15/2010,-_gihqWuppoSHSR-qSbg5g,DC1sD5TsqljP_BIAV6S-pw,5,N
1/15/2010,sVkbaPMRWAVvmX5P922ODQ,YfzsjiJl3m-Yza64aIL7SQ,4,N
1/15/2011,CoS7IjhQOrPf7O-5vlr6gQ,JF1adUKdsNebw6-8MABATg,2,Y
1/15/2012,Ipt2Wl7gSocdFrUUC1zMCQ,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/16/2007,v3xfyZCH_tyKK4asYFQ_6A,YIfXuMhZgZf3xNnRWjyDYA,4,N
1/16/2007,dTUShR6wGDzGyNYBH2GS-Q,ezxzzWj-EIigt0p4wlbLbw,4,N
1/16/2009,2t4iMoZe5L69jmD2P19ofg,eR7cmuIRnvYFrexno_wlcQ,3,N
1/16/2009,k5ncWbjrM11_EjGPdU1s_Q,31yYZQjEIyYE0N3p_vmoOA,4,N
1/16/2010,iIq6x0vH4IfP07StUFy3_Q,ubNzerxb8ox5bmA2EGkKBg,2,N
1/16/2010,H14l4pgshHB2-U0EvGxCaA,mLdvQGAFadIJkOlEoHsI7w,2,N
1/16/2011,IUKyVV9vl6eMLXgkcMP7BQ,Ut6mvxVP5eN-Kiu7KaLrlg,3,N
1/16/2011,Dl_PlWWeLI0V6mSNRsdXsw,sGhw4H2gzW0psZom0QuZMw,1,N
1/16/2011,9U30DANobkrn3Zlu6T9p6Q,ztuO0tozkkocR_o2OXDuQw,3,N
1/16/2011,XupV5ITB_PDyaaXEn7CY9A,SrNUBeLzCCBdwdUF9qepqg,3,N
1/16/2011,OWtUxL-kR4oUxfM6qnDh-Q,P0d8m5E67oBc0BpVUh4nKQ,1,N
1/16/2011,dpCcBk3htBBQTp0b4ER9RQ,2m_KBLL9Bk_dwZ5n5b11nw,3,Y
1/16/2011,_h0VRjKsULdlfZ6R5G6Ysg,eR7cmuIRnvYFrexno_wlcQ,5,Y
1/16/2012,gzuJNs2DgG-rd6Pc_6_30A,HwJkHmF__Y2VApOA31GqQw,5,N
1/16/2012,_jjaEH9fBGOAix61nsltkg,SrNUBeLzCCBdwdUF9qepqg,4,N
1/17/2006,BpPoZ7pT3huH8P2SG9qJbg,P0d8m5E67oBc0BpVUh4nKQ,4,Y
1/17/2009,HxIIcvKTzSzXTuEpK4spYg,DxfjGOEtFJQoq6m8WjYl4Q,4,Y
1/17/2010,EuqKZQj4dwYEyphr4dExAw,HwJkHmF__Y2VApOA31GqQw,2,N
1/17/2011,4vyIItbdZ80s0HVlGhAJdg,Yc5wFFyMhyYsxI2Z4bhkng,4,N
1/17/2011,FfUvoqoM-sK2YrCyVfj_uw,YfzsjiJl3m-Yza64aIL7SQ,5,N
1/17/2012,4lmBznh9y4hCpNEROlOYaA,7Hj22TFkgAeRCXjDQqb1oA,4,N
1/17/2012,wBhCC8Au-HNn2_B9Y3wmQQ,mLdvQGAFadIJkOlEoHsI7w,2,N
1/17/2012,uRzy7KZwZk0Ujhlhsedlhg,2m_KBLL9Bk_dwZ5n5b11nw,3,N
1/18/2007,A5BT7xNNdmQ3MT2gUyD9Yw,lDVAVEPaVSqHzJ2a43_IMA,5,N
1/18/2010,Eu9t9pDcGADgtNNs7h8UMw,SEyUJ4t_8K4fD0ZIQnbmrA,3,N
1/18/2010,ikXZmqzP1-AmBZ12jKXNvg,Y4wBzuFAMwJM2WymFEdmag,2,N
1/18/2010,YN1WVo1CNoNOtXaZDZVK5A,uy2bscWexAcIhOQJ_rn3cQ,4,N
1/18/2011,JkFz1Q8w787kG_uWwB2CEg,Y4wBzuFAMwJM2WymFEdmag,4,N
1/18/2011,V4MJOGnBa7xDo8CdDeeoLw,qmF64R44N-4gOHqze10TXg,3,N
1/18/2011,jwbcs_eQ2QznrOyMuqz1LQ,SrNUBeLzCCBdwdUF9qepqg,3,N
1/18/2011,BOGbtSLW-VekaILOOH8VsQ,DC1sD5TsqljP_BIAV6S-pw,4,N
1/18/2011,LSLDNevXM9fWPhCL1Cr5Lg,lDVAVEPaVSqHzJ2a43_IMA,5,N
1/18/2011,bnSC8lnGuozoNayYjJQGzg,DxfjGOEtFJQoq6m8WjYl4Q,1,N
1/18/2011,UOiduj7PeVLmCK-2G-ZVUg,31yYZQjEIyYE0N3p_vmoOA,5,Y
1/18/2012,p6nBKyT9Y_pFJ1WxVEowwA,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/19/2007,VeZx6dXVIJ2xFfmTiMyNnQ,P0d8m5E67oBc0BpVUh4nKQ,1,N
1/19/2007,RV9-XCz9TKLaHpNRiwWeEg,31yYZQjEIyYE0N3p_vmoOA,4,N
1/19/2009,4sfhfLGQ-tyIPqfnZ95TFA,SrNUBeLzCCBdwdUF9qepqg,2,N
1/19/2010,m7iiJlloCRfWaCPwQwTmpg,FfG-PPZCz1sB4SKZoqsZkQ,4,N
1/19/2010,lqq3ru0auJNjgKsc_lPLfQ,JF1adUKdsNebw6-8MABATg,5,N
1/19/2010,5sd33XzAaQdAURimI670WA,ubNzerxb8ox5bmA2EGkKBg,4,N
1/19/2010,G0FGeAGBj7IUFgCidXaSqg,DC1sD5TsqljP_BIAV6S-pw,4,N
1/19/2010,jrjzc1fNfTAkujC539NiFw,LDze56Nd8rRljNDMaD1sbA,3,Y
1/19/2011,Dfg5lWjktKyyHAqejYIZLg,Y4wBzuFAMwJM2WymFEdmag,5,N
1/19/2012,-y4O_E79Z6QwEI1p4OU_0w,31yYZQjEIyYE0N3p_vmoOA,4,N
1/19/2012,aDQU0LzKWJM4LftlHfBxrw,31yYZQjEIyYE0N3p_vmoOA,5,N
1/19/2012,puUP7otIJotqTI-MCt3xWg,NkOir65b_YAAQVlJR_zmJA,4,N
1/19/2012,TiPgSOyoEaC9P57FRguLKQ,JF1adUKdsNebw6-8MABATg,5,Y
1/2/2007,cV6PyTcBLHRGimCcyHoYaQ,ztuO0tozkkocR_o2OXDuQw,2,N
1/2/2007,S27u4y7EmDgTQ9GTunHqqA,P0d8m5E67oBc0BpVUh4nKQ,4,N
1/2/2009,l98PQE-v7vvRlrOIMc4TlA,iIrBXLRm4Ga1AjvthhrLOw,4,N
1/2/2009,jldgW9Ge1jZ2Iae6TPv5Dw,LUmAQaRrAleKdXZd8On16Q,3,N
1/2/2010,ss8bUNszs8l4xglKWaAH_w,JF1adUKdsNebw6-8MABATg,3,N
1/2/2010,DN7dmExJvIuLFuZ06d1ZGg,p9aMkgTdOKhsjkkv4G0QBw,3,Y
1/2/2011,xxxEqdPt2bapEapu1yGGTw,qmF64R44N-4gOHqze10TXg,4,N
1/2/2011,Q0_GNi27Fs7TMnba_gsaKg,T_9IQ4nXSacMzrynX3pWJA,5,N
1/2/2011,nUBfNwkyKeewSVD9StLv6w,RTbDvRlBaKyim0MJOzEkPQ,4,N
1/2/2011,ZKlOnMidHbjqmCaeb5utyw,57PyRW-iahNX_Ur8icAfxg,4,N
1/2/2011,fE6gSbmm5N_pPF5ZbY6h0w,BqJ10kFkEJi5jdjRfyURow,4,N
1/2/2011,heys0iwRjs5ZC7rTNn-iTQ,D3tzOb9LneB10eNNooZyBg,3,N
1/2/2011,wRIE02C12BTZPxN5heZU1w,eR7cmuIRnvYFrexno_wlcQ,2,N
1/2/2011,dMR-iAf6dR7dJSTz7m2lDQ,P0d8m5E67oBc0BpVUh4nKQ,1,N
1/2/2011,bo7eQTIqg_6PADeD8XOEVg,LDze56Nd8rRljNDMaD1sbA,5,N
1/2/2011,u4df9jjhSsjnrz1wEqFjJg,2m_KBLL9Bk_dwZ5n5b11nw,5,N
1/2/2011,Rl3oNK1ZS6wdUq6T7kIGiA,ia27sl8koyz1K3sX8kT5ig,1,Y
1/2/2012,fmRcnqtgNkw1Ui8cqDpFXw,qmF64R44N-4gOHqze10TXg,5,N
1/2/2012,kMsX9ZxCfwgjZDEdCDej9Q,T_9IQ4nXSacMzrynX3pWJA,4,N
1/2/2012,EFO7sC7has8tZBJoUdnwXA,ubNzerxb8ox5bmA2EGkKBg,3,N
1/2/2012,aKY4eFOJeCaXnw1jGPozTw,SrNUBeLzCCBdwdUF9qepqg,4,N
1/2/2012,BsCPTtZGFC_zbawqxqP37Q,DC1sD5TsqljP_BIAV6S-pw,4,N
1/2/2012,rBsrq1no96mSBxGjIYURhA,YfzsjiJl3m-Yza64aIL7SQ,4,N
1/2/2012,vXJaS1XRdG3KluDb8HX7Dg,31yYZQjEIyYE0N3p_vmoOA,4,N
1/2/2012,wlm-UggdoRzy26g1I51TVA,cXKeY0NugFvCSHRWJcOq9w,1,N
1/2/2012,RBAB-SBwU4S7-1DHtyHUEg,NkOir65b_YAAQVlJR_zmJA,4,N
1/2/2012,PaipwxCfMFwvTQRs9suNRA,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/2/2012,JEN43cwU7-TRLqMyduU7zg,P0d8m5E67oBc0BpVUh4nKQ,1,Y
1/2/2012,I5YG58v4qi9Yis77RLyErg,qmF64R44N-4gOHqze10TXg,2,Y
1/20/2007,8c53BdBWPcbioN3WZJWdCA,Ut6mvxVP5eN-Kiu7KaLrlg,5,N
1/20/2007,8c53BdBWPcbioN3WZJWdCA,JF1adUKdsNebw6-8MABATg,1,N
1/20/2007,8c53BdBWPcbioN3WZJWdCA,YfzsjiJl3m-Yza64aIL7SQ,3,N
1/20/2007,8c53BdBWPcbioN3WZJWdCA,31yYZQjEIyYE0N3p_vmoOA,5,N
1/20/2009,estC5tTFmCr-Yylemlfkrw,7Hj22TFkgAeRCXjDQqb1oA,5,N
1/20/2009,6fELAdrPxMZVcx7i4tsrUw,NkOir65b_YAAQVlJR_zmJA,1,N
1/20/2010,Z3vY6CM1aSJcyDMrFfhPIw,YfzsjiJl3m-Yza64aIL7SQ,4,N
1/20/2010,T2qwK2vzS4YxJZrbjbTJuw,uy2bscWexAcIhOQJ_rn3cQ,4,N
1/20/2010,bcH6XkKCHgJJ1Ju70oKjxw,mLdvQGAFadIJkOlEoHsI7w,1,Y
1/20/2011,488KrW58ryVduy0Me8DRxg,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/20/2011,6IAFtw20e4y99D2cA3jj9g,p9aMkgTdOKhsjkkv4G0QBw,4,N
1/20/2012,9AJRxuFrKuD1HwXdoivq5A,qmF64R44N-4gOHqze10TXg,2,N
1/20/2012,3WewXKygHhpV-Pa53n9fnw,C5QxZbnHUdihyeUPzcZAVw,5,N
1/20/2012,q2OtkN-2BuJWjRbbdqhU3A,JF1adUKdsNebw6-8MABATg,5,N
1/20/2012,mlHhTGtWHV63ecKGwri7Ew,S_wqr0_GkrNOvgVVgp7__w,4,Y
1/21/2007,lPe6n62Vv-xiEMenhOlMnw,57PyRW-iahNX_Ur8icAfxg,4,N
1/21/2007,lPe6n62Vv-xiEMenhOlMnw,ubNzerxb8ox5bmA2EGkKBg,3,N
1/21/2007,lPe6n62Vv-xiEMenhOlMnw,31yYZQjEIyYE0N3p_vmoOA,4,N
1/21/2007,biZ0fIcZp7B-KBJ3EGcX7Q,NkOir65b_YAAQVlJR_zmJA,4,N
1/21/2009,Bp-TQEtc6Vs6ldnLgjqglg,DC1sD5TsqljP_BIAV6S-pw,5,N
1/21/2010,P0pFmBdgsP4_ceJuRaMbBA,DxfjGOEtFJQoq6m8WjYl4Q,3,N
1/21/2010,ewi7NSeHyBWUp1-Ctl4Fkw,2m_KBLL9Bk_dwZ5n5b11nw,5,N
1/21/2010,DV2ZTCCinRksUBFh-9c1VQ,mgvWzZBNNHtVP5Xd5Mz39A,1,Y
1/21/2011,z1H6dMGQ_wxJGqpR_kK_Ag,wJJi0pIHTus5d_DWoz9TKQ,1,Y
1/21/2012,EvUodAPTgqib5w97Ws-2pQ,purV29eUqYRBrVvgqeyt_w,5,N
1/21/2012,4q1GOTm23q-qG3o5Kpz81Q,JF1adUKdsNebw6-8MABATg,4,N
1/21/2012,dS1IiGLBGdjsminL2c6qyQ,NkOir65b_YAAQVlJR_zmJA,2,N
1/22/2007,kuj-vqEOHOwUjswReZFjMQ,qmF64R44N-4gOHqze10TXg,5,N
1/22/2007,XKAFikZAfddYv0Vg1PUkwA,mLdvQGAFadIJkOlEoHsI7w,4,N
1/22/2008,rTNCkF0gZrIdf-6YvVdY6Q,57PyRW-iahNX_Ur8icAfxg,4,N
1/22/2008,1hYsWPJhEfZvsVVFH8ntKw,JF1adUKdsNebw6-8MABATg,4,N
1/22/2008,ou_ukR--ruiPcXRo5pQxvQ,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/22/2008,O_c6Jvb7M6AMQrlMO4BExg,uy2bscWexAcIhOQJ_rn3cQ,2,Y
1/22/2008,f7b9JT00Ve1Ll2ycg3Lo8A,ubNzerxb8ox5bmA2EGkKBg,4,Y
1/22/2009,_v1mbSKS5ZpB-LK9H1taIw,YfzsjiJl3m-Yza64aIL7SQ,4,N
1/22/2011,zPi0yIaS57RNf-dDJdWWkg,NkOir65b_YAAQVlJR_zmJA,3,N
1/22/2012,d4MIsICnmeWPdlVOKf7svg,S_wqr0_GkrNOvgVVgp7__w,3,N
1/22/2012,kMsX9ZxCfwgjZDEdCDej9Q,mLdvQGAFadIJkOlEoHsI7w,4,N
1/22/2012,x38C0eyUhF0E8VibyNrUrA,DC1sD5TsqljP_BIAV6S-pw,5,N
1/22/2012,GLo8rwIC0lhVSsG0s8p4tA,p9aMkgTdOKhsjkkv4G0QBw,4,N
1/23/2007,xywCpj3Z6D0Gz_wd2IgfZQ,ztuO0tozkkocR_o2OXDuQw,4,N
1/23/2007,G6D9Zeh8M1XnK5VB1KDlbA,Gh4Tb2qCBUCOd5r7jqKnGA,2,N
1/23/2008,xfmgKq_JrCjaLq1ncnA1yQ,P0d8m5E67oBc0BpVUh4nKQ,3,N
1/23/2010,-Vy8Q4uAt-X7KzlTjnxmXQ,ubNzerxb8ox5bmA2EGkKBg,5,N
1/23/2010,WFIROcsePryGgQY_nqDUQQ,fH7EwQ9j_Ab1NJNYMoHA3w,2,Y
1/23/2011,pdxPaFnVObKBq3KjEMZEAg,LDze56Nd8rRljNDMaD1sbA,4,N
1/23/2011,ly16y_mbQQ7Cja5OcQYOPw,NkOir65b_YAAQVlJR_zmJA,4,N
1/23/2011,p_8knSV8TzChRYXcFZC7jA,S_qmb0Uzm_cNoRjSvZ6y1w,5,N
1/23/2012,Sl1wzceR8_lw8rxIV6Ddxw,DWRJ-OU-t1Gi1hebNBKMHA,4,N
1/23/2012,B6MGEHG5yPTvKp1Pofk_Og,DC1sD5TsqljP_BIAV6S-pw,5,N
1/23/2012,ARicQO-ddGmGpFSNxDb4-g,ezxzzWj-EIigt0p4wlbLbw,4,N
1/23/2012,c4CPwSUw9x3nfrVkwjRbfA,lDVAVEPaVSqHzJ2a43_IMA,5,N
1/23/2012,T3B8du4nTwdXmv8c1gsdbg,2m_KBLL9Bk_dwZ5n5b11nw,5,Y
1/23/2012,TE4gfUxobf6mw7SjqdOSuw,mgvWzZBNNHtVP5Xd5Mz39A,4,Y
1/24/2008,7sAkIM47_LE99Hyg5lwdrg,DxfjGOEtFJQoq6m8WjYl4Q,3,N
1/24/2009,_oygF-M4_Z49MwE55YdYDQ,ojCaK0Z7nSMB8gPGbyjzAw,5,N
1/24/2009,6fELAdrPxMZVcx7i4tsrUw,SrNUBeLzCCBdwdUF9qepqg,5,N
1/24/2009,yopOm8BklmV0GYPe0fukVQ,NkOir65b_YAAQVlJR_zmJA,4,N
1/24/2010,GjkUj3Ia_c1XLPjjT7-58w,p9aMkgTdOKhsjkkv4G0QBw,3,N
1/24/2011,UXPBGduCZ6EnwL8LlFohOw,JF1adUKdsNebw6-8MABATg,5,N
1/24/2011,f1MFQxTZAWJnRQdrouLg_A,NkOir65b_YAAQVlJR_zmJA,2,N
1/24/2011,Qh9Qu-YeW_DNklETJB6KqA,gCdjyQeE0uRKCh7mVmnZzQ,4,N
1/24/2012,cPJZGsyD1onwRMpaUyrCUA,WA6coAKLoKnMWMKYKOibLQ,2,N
1/24/2012,DMx9EJox_ZlUHgrQE5JvGw,ojCaK0Z7nSMB8gPGbyjzAw,5,N
1/24/2012,drzHAHTHFnThHW0R0rOdDQ,YfzsjiJl3m-Yza64aIL7SQ,3,N
1/24/2012,lB4ju34kx4M3TO-8ierv_g,31yYZQjEIyYE0N3p_vmoOA,5,N
1/24/2012,aLRiZwY8oXZt5b2irOidgA,2m_KBLL9Bk_dwZ5n5b11nw,4,N
1/25/2007,G88KRyzAOuRJ7Gh7VvGBFg,P0d8m5E67oBc0BpVUh4nKQ,2,N
1/25/2008,TUZ_ZI37cBEOPzJWMiPltQ,DWRJ-OU-t1Gi1hebNBKMHA,3,N
1/25/2008,jzwS0Nife68IdNjdlWmuXQ,S_qmb0Uzm_cNoRjSvZ6y1w,5,N
1/25/2009,pEkqOG7-yz5IJmUxbspcrA,C5QxZbnHUdihyeUPzcZAVw,4,N
